Wage_Euro,Value_Euro,Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility
24000,3500000,Robson Denho,25,Brazil,73,73,Cruzeiro,1958,66,78,61
10000,550000,J. Gandolfi,36,Argentina,73,73,Talleres de Cordoba,1766,67,86,63
35000,3200000,A. Bukharov,32,Russia,73,73,FC Rostov,1697,34,74,34
33000,6000000,Xeka,22,Portugal,73,81,Dijon FCO,1817,55,66,60
8000,2100000,M. Rosenberg,34,Sweden,73,73,Malmö FF,1898,69,83,71
31000,5500000,G. Caprari,23,Italy,73,80,Sampdoria,1728,91,30,91
20000,3900000,G. Hauche,30,Argentina,73,73,Deportivo Toluca,1941,90,82,85
5000,3100000,M. Coldado,29,Chile,73,73,CD Antofagasta,1807,59,68,57
0,0,M. Banguera,31,Ecuador,73,73,,1015,40,30,28
48000,4500000,A. Westwood,27,England,73,74,Burnley,1888,68,49,73
6000,4200000,C. Ciano,27,Italy,73,73,Frosinone,1791,87,51,81
30000,4000000,A. Andrade,28,Colombia,73,73,Club León,1816,80,35,79
8000,5500000,Costinha,24,Portugal,73,78,Vitória Setúbal,2002,91,85,92
14000,950000,T. Kuszczak,35,Poland,73,73,Birmingham City,1172,50,38,52
38000,4900000,G. Milanov,25,Bulgaria,73,75,CSKA Moscow,1953,75,56,73
49000,6000000,Pedro Rocha,22,Brazil,73,82,Spartak Moscow,1740,79,42,81
14000,2600000,R. Gurtner,30,France,73,73,Amiens SC Football,1076,41,35,32
20000,4700000,Samir,22,Brazil,73,80,Udinese,1621,66,78,50
25000,5500000,W. Anton,20,Germany,73,83,Hannover 96,1686,47,74,59
47000,2900000,D. Kombarov,30,Russia,73,73,Spartak Moscow,2088,75,77,76
48000,4700000,J. Guðmundsson,26,Iceland,73,74,Burnley,1964,,63,76
5000,3800000,M. Jajalo,29,Bosnia Herzegovina,73,73,Palermo,1963,55,71,70
18000,7000000,H. Mukhtar,22,Germany,73,84,Brøndby IF,1814,75,36,89
20000,4300000,Bustinza,25,Spain,73,77,CD Leganés,1729,68,71,64
17000,2400000,F. Berrier,33,France,73,73,KV Oostende,1739,57,37,65
20000,4000000,Gérson Noalha,29,Brazil,73,73,Associação Chapecoense de Futebol,1839,66,55,76
40000,5000000,Bernardo,22,Brazil,73,81,RB Leipzig,1793,69,73,68
23000,3100000,M. Amalfitano,32,France,73,73,Stade Rennais FC,1935,65,41,73
0,0,T. Elyounoussi,29,Norway,73,73,,1863,82,43,90
11000,3900000,A. Gerndt,30,Sweden,73,73,FC Lugano,1860,80,63,73
21000,1600000,O. Vizcarrondo,33,Venezuela,73,73,ES Troyes AC,1439,28,85,30
20000,6000000,M. Gómez,20,Uruguay,73,81,RC Celta de Vigo,1668,64,47,52
24000,5000000,I. Saadi,25,France,73,77,RC Strasbourg,1738,77,71,74
32000,5000000,F. Klaus,24,Germany,73,76,Hannover 96,1782,85,60,76
88000,5500000,O. Kayode,24,Nigeria,73,77,Girona CF,1819,91,69,89
19000,1800000,Jorge Molina,35,Spain,73,73,Getafe CF,1686,32,76,39
15000,5500000,B. Başaçıkoğlu,22,Turkey,73,78,Feyenoord,1868,91,61,91
17000,2700000,M. Fraga,29,Mexico,73,73,Club Atlas,1307,52,33,51
17000,3500000,O. Kaya,31,Belgium,73,73,SV Zulte-Waregem,1824,,41,81
14000,950000,F. Coloccini,35,Argentina,73,73,San Lorenzo de Almagro,1815,62,78,56
12000,5500000,K. Möhwald,23,Germany,73,78,1. FC Nürnberg,1899,65,53,73
5000,3700000,D. Silva,30,Colombia,73,73,CD Los Millionarios Bogota,1939,74,72,78
30000,3900000,F. Ceravolo,30,Italy,73,73,Parma,1771,74,53,77
2000,4100000,A. Rodríguez,28,Colombia,73,73,Deportes Tolima,1622,72,73,59
0,0,J. Góralski,24,Poland,73,77,,1839,70,90,84
15000,2700000,R. Boffin,29,Belgium,73,73,Antalyaspor,1163,56,35,52
24000,3900000,J. Palomino,27,Argentina,73,75,Atalanta,1598,64,59,46
28000,2600000,A. Ulmer,31,Austria,73,73,FC Red Bull Salzburg,1862,70,67,73
63000,3200000,J. Pied,28,France,73,73,Southampton,2071,73,77,76
18000,4200000,L. De Bock,24,Belgium,73,76,Club Brugge KV,1932,73,79,72
45000,4400000,M. van der Hoorn,24,Netherlands,73,77,Swansea City,1534,34,64,32
19000,3400000,C. Mayada,26,Uruguay,73,73,River Plate,2010,92,61,75
13000,5500000,M. Lazzari,23,Italy,73,80,Ferrara (SPAL),1637,83,36,74
36000,3500000,H. González,26,Mexico,73,76,Monterrey,1195,32,27,47
21000,3100000,F. Ogude,29,Nigeria,73,73,Amkar Perm,1962,65,85,67
36000,5500000,G. Laborde,23,France,73,79,Girondins de Bordeaux,1796,67,68,72
7000,4500000,W. Zimmerman,24,United States,73,78,FC Dallas,1685,55,82,44
51000,4000000,S. Arfield,28,Canada,73,73,Burnley,1959,70,42,73
42000,5500000,A. González,22,Mexico,73,80,Monterrey,2024,78,53,77
14000,2600000,O. Veigneau,31,France,73,73,Kasimpaşa SK,1872,68,72,79
17000,5000000,S. Barreiro,23,Colombia,73,81,Club Atlas,1598,71,61,68
38000,2500000,Gus Outomouro,33,Brazil,73,73,Fluminense Football Club,1803,76,50,81
18000,4700000,C. Doukouré,24,Ivory Coast,73,79,Levante UD,1951,76,74,75
4000,4000000,F. Sambueza,28,Argentina,73,73,Asociacion Deportivo Cali,1804,79,55,90
15000,3000000,F. Rinaudo,30,Argentina,73,73,Gimnasia y Esgrima La Plata,1982,76,83,72
13000,6000000,S. Schrijvers,20,Belgium,73,81,KRC Genk,1912,76,66,81
28000,1700000,J. Plašil,35,Czech Republic,73,73,Girondins de Bordeaux,1828,43,63,64
21000,3200000,A. Smithies,27,England,73,75,Queens Park Rangers,1222,59,37,33
16000,5500000,A. Barboza,22,Argentina,73,83,River Plate,1464,52,69,45
46000,7000000,T. Davies,19,England,73,85,Everton,1861,74,77,75
12000,3300000,S. Lung Jr.,28,Romania,73,75,Kayserispor,1188,38,39,67
21000,6000000,E. Ofori,22,Ghana,73,81,VfB Stuttgart,1932,76,80,88
12000,3800000,D. Gibson,29,Republic of Ireland,73,73,Sunderland,1953,52,72,53
58000,4000000,G. Hooper,29,England,73,73,Sheffield Wednesday,1718,70,54,67
23000,5000000,F. Santander,26,Paraguay,73,76,FC København,1801,70,68,75
35000,5500000,N. Füllkrug,24,Germany,73,77,Hannover 96,1756,69,65,68
37000,4000000,Leandro Vivenço,29,Brazil,73,73,Sociedade Esportiva Palmeiras,1836,73,57,73
5000,1300000,A. Ramírez,36,Colombia,73,73,Atletico Nacional Medellin,1977,69,50,77
15000,4200000,S. Dewaest,26,Belgium,73,76,KRC Genk,1548,49,83,37
18000,4000000,T. Monconduit,26,France,73,75,Amiens SC Football,1909,69,74,65
13000,3900000,J. Cuero,29,Colombia,73,73,Monarcas Morelia,1788,93,31,89
8000,4700000,Roni,26,Brazil,73,74,CF Os Belenenses,1768,77,32,79
8000,7000000,J. Kluivert,18,Netherlands,73,86,Ajax,1815,87,62,87
20000,3000000,A. Donatti,30,Argentina,73,73,Club Tijuana,1746,52,75,52
9000,4700000,M. Barrios,26,Colombia,73,74,FC Dallas,1826,93,56,91
0,0,M. Oyola,34,Ecuador,73,73,,1669,66,31,68
38000,4400000,G. Rodríguez,22,Argentina,73,77,Club América,1774,59,83,53
17000,4200000,K. Musona,27,Zimbabwe,73,73,KV Oostende,1867,79,49,84
35000,4900000,Tiago,24,Brazil,73,74,Shimizu S-Pulse,1878,84,46,72
22000,3600000,S. Sanogo,28,Ivory Coast,73,74,BSC Young Boys,1918,80,73,70
20000,5000000,M. Meza,25,Argentina,73,76,Independiente,1871,77,73,81
9000,3900000,W. Segrado,29,Chile,73,73,CD O'Higgins,1844,67,48,65
14000,3800000,Vítor Gomes,29,Portugal,73,73,CD Aves,1954,55,75,63
12000,4100000,M. Maâzou,28,Niger,73,73,RC Lens,1798,89,79,71
10000,4500000,David Simão,27,Portugal,73,74,Boavista FC,1979,69,75,68
8000,3700000,V. Le Goff,27,France,73,74,FC Lorient,1869,73,61,77
19000,5500000,T. Foket,22,Belgium,73,79,KAA Gent,1966,82,66,75
36000,4700000,E. Pulgar,23,Chile,73,79,Bologna,1847,67,76,68
10000,3000000,H. Menosse,30,Uruguay,73,73,Granada CF,1593,60,85,34
11000,4000000,Assis,26,Brazil,73,75,SC Braga,1864,73,71,82
3000,5500000,A. Roa,24,Colombia,73,79,Asociacion Deportivo Cali,1856,79,58,84
11000,3000000,A. Jędrzejczyk,29,Poland,73,73,Legia Warszawa,1823,74,83,64
19000,3800000,J. Howson,29,England,73,73,Middlesbrough,1955,67,72,72
31000,3600000,T. Šunjić,28,Bosnia Herzegovina,73,74,Dinamo Moscow,1470,48,74,38
3000,4700000,J. Arango,26,Colombia,73,74,CD Once Caldas Manizales,1817,79,83,77
0,0,W. Faríñez,19,Venezuela,73,87,,1254,46,23,69
17000,3100000,Varela,32,Portugal,73,73,Kayserispor,1885,75,48,74
8000,2700000,T. Reginiussen,31,Norway,73,73,Rosenborg BK,1676,69,71,67
14000,550000,J. Mercier,37,Argentina,73,73,San Lorenzo de Almagro,1950,67,79,64
27000,4500000,Ilori,24,Portugal,73,78,Reading,1637,75,61,63
17000,1500000,Benjamin Meseira,33,Brazil,73,73,Santos Futebol Clube,1809,77,67,70
40000,2900000,M. Suttner,30,Austria,73,73,Brighton & Hove Albion,1985,74,68,75
45000,3300000,K. Nordfeldt,28,Sweden,73,75,Swansea City,1189,55,24,58
13000,4400000,J. Okore,24,Denmark,73,77,Aalborg BK,1703,72,77,65
0,0,T. Hořava,29,Czech Republic,73,73,,1903,67,55,71
20000,2300000,J. Hansen,32,Denmark,73,73,FC Midtjylland,1250,41,31,48
29000,4700000,K. Fatai,27,Nigeria,73,74,FC Ufa,1778,86,44,78
1000,4200000,S. Kaya,26,Turkey,73,76,Sparta Praha,1674,66,77,73
0,0,A. Rodríguez,33,Peru,73,73,,1633,60,75,61
6000,2400000,M. Celtejo,33,Chile,73,73,CD Universidad de Concepción,1850,73,54,66
29000,3900000,Gustavo Lobateiro,29,Brazil,73,73,São Paulo Futebol Clube,1728,81,44,79
14000,2600000,J. García,30,Argentina,73,73,Racing Club de Avellaneda,1027,35,17,38
6000,4400000,Charles,23,Brazil,73,81,CS Marítimo,1059,28,25,27
71000,4000000,C. Jenkinson,25,England,73,75,Birmingham City,1889,64,71,62
21000,4700000,K. Rekik,22,Netherlands,73,79,Hertha BSC Berlin,1678,66,76,65
13000,3800000,F. Cerro,29,Argentina,73,73,Rayo Vallecano,1960,72,78,65
25000,6000000,A. Petagna,22,Italy,73,82,Atalanta,1594,59,60,56
48000,2500000,G. Murray,33,England,73,73,Brighton & Hove Albion,1763,47,79,59
20000,2000000,Momo,34,Spain,73,73,UD Las Palmas,1877,64,59,69
19000,3900000,S. Mitrović,27,Serbia,73,75,KAA Gent,1546,44,77,47
27000,3900000,A. Mosquera,27,Colombia,73,75,Club León,1685,72,76,55
19000,2500000,Evandro Rochedo,33,Brazil,73,73,Associação Atlética Ponte Preta,1784,58,58,59
16000,3500000,M. Sperduti,31,Argentina,73,73,Banfield,1734,77,33,79
0,0,S. Deli,25,Ivory Coast,73,77,,1824,74,64,70
3000,4200000,D. Cure,27,Venezuela,73,73,Águilas Doradas,1976,89,65,78
58000,3800000,M. Diamé,30,Senegal,73,73,Newcastle United,2035,71,77,73
15000,3200000,L. Chichizola,27,Argentina,73,75,UD Las Palmas,1108,49,15,66
20000,4100000,H. Traoré,25,Mali,73,76,Stade Rennais FC,1934,81,73,72
12000,2200000,D. Mesbah,32,Algeria,73,73,FC Lausanne-Sports,1950,78,70,78
1000,3000000,Crespo,30,Spain,73,73,PAOK Thessaloniki,1760,69,78,63
25000,2700000,T. Hubočan,31,Slovakia,73,73,Trabzonspor,1803,65,75,77
34000,4000000,A. Ionov,28,Russia,73,73,FC Rostov,1784,80,66,81
37000,3900000,R. Kambolov,27,Russia,73,75,Rubin Kazan,1948,67,70,70
28000,3500000,Michel Cruceiro,25,Brazil,73,73,Clube Atlético Mineiro,1906,58,74,59
24000,3100000,M. Tekdemir,29,Turkey,73,73,İstanbul Başakşehir FK,1925,66,78,68
19000,3100000,Javi Castellano,29,Spain,73,73,UD Las Palmas,1680,60,77,62
17000,2400000,G. Loria,31,Georgia,73,73,FC Anzhi Makhachkala,1336,50,33,53
29000,3700000,P. Olkowski,27,Poland,73,74,1. FC Köln,1894,77,68,73
55000,4000000,D. Quintero,29,Colombia,73,73,Club América,1860,88,77,90
7000,4000000,M. Jimañez,29,Chile,73,73,Unión Española,1839,66,55,76
33000,6000000,Luiz Araújo,21,Brazil,73,82,LOSC Lille,1802,83,55,80
28000,4300000,J. Sala,25,Italy,73,77,Sampdoria,2028,74,77,71
21000,3900000,A. Bouhaddouz,30,Morocco,73,73,FC St. Pauli,1722,63,78,59
26000,4000000,C. Santos,29,Venezuela,73,73,Deportivo Alavés,1863,60,58,70
13000,3800000,H. Behrens,27,Germany,73,74,1. FC Nürnberg,1916,68,74,62
20000,5000000,A. Thomasson,23,France,73,77,FC Nantes,1946,75,69,78
32000,4900000,L. Mazzitelli,21,Italy,73,80,Sassuolo,1888,66,71,61
42000,2200000,M. Gazzola,32,Italy,73,73,Sassuolo,1803,74,68,69
42000,5000000,C. McGregor,24,Scotland,73,77,Celtic,1786,75,60,79
10000,4200000,F. Hinestroza,27,Colombia,73,73,Tiburones Rojos de Veracruz,1877,87,58,86
45000,6000000,A. Mawson,23,England,73,84,Swansea City,1538,53,69,50
18000,5500000,F. Guilbert,22,France,73,82,SM Caen,1818,68,59,61
10000,3900000,S. Aigner,29,Germany,73,73,Colorado Rapids,1885,74,62,75
53000,3900000,J. Colback,27,England,73,75,Newcastle United,1895,65,82,74
29000,450000,Bruno Saltor,36,Spain,73,73,Brighton & Hove Albion,1869,65,77,69
76000,5500000,Marlon Santos,21,Brazil,73,82,OGC Nice,1722,54,73,54
24000,2600000,A. Shunin,30,Russia,73,73,Dinamo Moscow,1145,43,36,42
44000,4000000,A. Judge,28,Republic of Ireland,73,73,Brentford,1855,75,55,90
15000,2500000,A. Marelos,33,Chile,73,73,Universidad de Chile,1803,76,50,81
44000,5500000,F. Falco,25,Italy,73,78,Perugia,1769,83,51,91
20000,6000000,Marín,20,Spain,73,84,Villarreal CF,1801,71,69,70
10000,6000000,O. Estupiñán,20,Colombia,73,81,Vitória Guimarães,1693,75,,65
7000,2300000,B. Guzan,32,United States,73,73,Atlanta United FC,1171,38,35,37
40000,4000000,N. Uysal,26,Turkey,73,75,Beşiktaş JK,1906,69,86,66
13000,4300000,J. Brenet,23,Netherlands,73,77,PSV,1746,86,71,70
8000,550000,J. O'Shea,36,Republic of Ireland,73,73,Sunderland,1549,34,74,49
9000,4000000,B. Peñena,29,Chile,73,73,Universidad Católica,1836,73,57,73
11000,450000,M. Gobbi,36,Italy,73,73,Chievo Verona,1888,48,71,60
33000,4300000,S. Kverkvelia,25,Georgia,73,77,Lokomotiv Moscow,1537,69,64,41
10000,5000000,F. Adi,26,Nigeria,73,76,Portland Timbers,1586,75,81,57
40000,4000000,C. Schindler,27,Germany,73,76,Huddersfield Town,1639,63,68,59
6000,2300000,D. Arias,32,Colombia,73,73,Atletico Nacional Medellin,1959,69,78,77
26000,3100000,F. Lucioni,29,Italy,73,73,Benevento Calcio,1611,65,75,56
5000,3900000,J. Aterola,29,Chile,73,73,Deportes Iquique,1771,86,39,74
16000,5000000,Y. Erdoğan,24,Turkey,73,76,Bursaspor,2007,91,66,87
5000,3600000,Paulinho,31,Brazil,73,73,Cremonese,1830,74,43,75
7000,550000,N. Johansson,37,Sweden,73,73,AIK Solna,1606,37,82,29
15000,1300000,W. Erviti,37,Argentina,73,73,Independiente,1857,58,62,84
12000,4700000,Quique,27,Spain,73,74,CA Osasuna,1884,75,49,77
13000,6000000,L. Janson,22,Argentina,73,81,Club Atlético Tigre,1769,73,63,83
47000,2600000,J. Zúñiga,31,Colombia,73,73,Napoli,2049,88,71,88
29000,3300000,K. Rausch,27,Russia,73,73,1. FC Köln,2046,79,74,75
4000,2900000,E. Del Carro,25,Chile,73,73,Everton de Viña del Mar,1197,58,27,43
12000,1500000,M. Guidaros,33,Chile,73,73,Universidad de Chile,1809,77,67,70
17000,4600000,D. Machado,23,Colombia,73,79,KAA Gent,1887,84,65,74
11000,4700000,G. Shoji,24,Japan,73,79,Kashima Antlers,1607,75,70,49
1000,5500000,S. Plavšić,21,Serbia,73,80,Sparta Praha,1685,93,27,85
8000,5000000,D. Villalva,24,Argentina,73,76,Tiburones Rojos de Veracruz,1838,91,43,92
51000,4100000,A. Smith,26,England,73,76,Bournemouth,1903,77,67,74
0,0,M. Krmenčík,24,Czech Republic,73,78,,1723,73,78,70
5000,5000000,M. Pucciarelli,26,Italy,73,76,Chievo Verona,1834,90,60,90
23000,5500000,J. Haberer,23,Germany,73,78,SC Freiburg,1844,68,54,77
1000,4000000,M. Shevchenko,24,Ukraine,73,79,Shakhtar Donetsk,1170,45,29,31
6000,2900000,R. Mantores,25,Chile,73,73,Universidad Católica,1183,42,22,40
14000,3900000,Bueno,29,Spain,73,73,FC Porto,1813,63,36,75
6000,3300000,Kim Seung Gyu,26,Korea Republic,73,75,Vissel Kobe,1090,36,27,38
38000,3800000,A. Flint,27,England,73,74,Bristol City,1460,47,81,31
42000,1500000,S. Padoin,33,Italy,73,73,Cagliari,1999,69,68,69
43000,4200000,A. Özbiliz,27,Armenia,73,73,Beşiktaş JK,1851,79,35,82
19000,5500000,M. Veljković,21,Serbia,73,82,SV Werder Bremen,1571,54,62,49
38000,6500000,I. Success,21,Nigeria,73,83,Watford,1785,80,45,73
18000,4500000,I. Diomandé,24,Ivory Coast,73,78,SM Caen,1854,63,77,66
4000,3200000,V. Laurini,28,France,73,73,Fiorentina,1778,82,74,82
13000,3800000,Alex López,29,Spain,73,73,Real Sporting de Gijón,1915,63,77,69
19000,3500000,D. Kadah,31,Turkey,73,73,Antalyaspor,1848,63,72,67
17000,4100000,A. Behich,26,Australia,73,76,Bursaspor,1962,84,73,84
37000,3900000,B. Bjarnason,29,Iceland,73,73,Aston Villa,1922,72,71,72
56000,4100000,D. Gosling,27,England,73,73,Bournemouth,1951,64,76,65
9000,3500000,M. Bizot,26,Netherlands,73,76,AZ Alkmaar,1194,45,30,50
4000,2000000,L. Castellanos,33,Colombia,73,73,Independiente Santa Fe,1168,44,24,45
18000,4000000,N. Roux,29,France,73,73,FC Metz,1836,68,49,69
36000,4000000,T. Letschert,24,Netherlands,73,74,Sassuolo,1920,71,81,67
31000,3600000,S. Sow,28,Mali,73,74,Dinamo Moscow,1823,64,74,64
37000,3200000,Danilo Avelar,28,Brazil,73,73,Amiens SC Football,1921,67,72,68
9000,4500000,J. Jeanvier,24,France,73,78,Stade de Reims,1676,72,72,76
5000,1600000,C. Terzi,33,Italy,73,73,La Spezia,1630,34,75,47
8000,1600000,H. Yebda,33,Algeria,73,73,CF Os Belenenses,1838,34,88,46
30000,4700000,J. Alonso,24,Paraguay,73,79,LOSC Lille,1654,58,76,54
27000,5000000,Alex Berenguer,21,Spain,73,81,Torino,1936,86,70,80
5000,5000000,J. Mbakogu,24,Nigeria,73,76,Carpi,1828,92,61,82
23000,1200000,E. Korkmaz,34,Turkey,73,73,İstanbul Başakşehir FK,1494,54,85,47
11000,4000000,Y. Kobayashi,29,Japan,73,73,Kawasaki Frontale,1790,82,42,86
10000,3900000,Tano Bonnin,27,Dominican Republic,73,75,CA Osasuna,1657,50,82,54
19000,4100000,P. Ankersen,26,Denmark,73,76,FC København,1950,85,58,75
27000,6000000,J. Grealish,21,England,73,82,Aston Villa,1711,76,43,79
1000,5500000,D. Pelkas,23,Greece,73,79,PAOK Thessaloniki,1766,80,39,79
12000,4200000,Lulinha,27,Brazil,73,73,Pohang Steelers,1870,84,49,79
56000,3800000,M. Pugh,30,England,73,73,Bournemouth,1830,74,60,82
9000,5500000,A. Lozano,24,Honduras,73,79,FC Barcelona B,1752,78,61,70
10000,950000,Y. Ayhan,35,Turkey,73,73,Evkur Yeni Malatyaspor,1402,33,86,34
18000,4700000,M. Tisserand,24,DR Congo,73,79,VfL Wolfsburg,1949,68,77,65
18000,3200000,N. Skubic,28,Slovenia,73,73,Atiker Konyaspor,1868,74,74,71
18000,6000000,E. Bardhi,21,FYR Macedonia,73,81,Levante UD,1866,78,57,77
17000,3200000,M. Antenucci,32,Italy,73,73,Ferrara (SPAL),1808,71,54,76
8000,3000000,P. Candiyana,29,Chile,73,73,Universidad Católica,1874,64,84,62
11000,2700000,Pierrino Faria,29,Brazil,73,73,Atlético Clube Goianiense,1114,41,24,31
56000,7500000,T. Abraham,19,England,73,86,Swansea City,1653,80,41,68
53000,3100000,R. Neustädter,29,Russia,73,73,Fenerbahçe SK,1804,47,62,54
31000,4100000,M. Rzatkowski,27,Germany,73,73,FC Red Bull Salzburg,1937,77,63,81
18000,4700000,R. Durmisi,23,Denmark,73,80,Real Betis Balompié,2027,85,89,79
16000,3800000,F. Tobio,27,Argentina,73,74,Rosario Central,1586,64,75,43
13000,4500000,B. Pearson,22,England,73,78,Preston North End,1821,66,93,68
6000,3500000,R. Henriques,25,Chile,73,73,Unión Española,1814,66,72,71
17000,2000000,Nivo Serpinho,33,Brazil,73,73,Grêmio Foot-Ball Porto Alegrense,1128,59,37,62
28000,5000000,Álvaro,26,Spain,73,76,RCD Espanyol,1792,68,64,72
13000,3900000,Carmona,29,Spain,73,73,Real Sporting de Gijón,1885,67,59,62
20000,3200000,D. Marcq,28,France,73,73,KAA Gent,1770,52,77,62
15000,3300000,Raúl Lizoain,26,Spain,73,75,UD Las Palmas,1146,47,24,70
1000,4900000,L. Villafañez,25,Argentina,73,75,Panathinaikos FC,1808,79,44,80
17000,4700000,S. Gigot,23,France,73,79,KAA Gent,1662,60,76,61
6000,1600000,E. Madrez,33,Chile,73,73,Unión Española,1707,63,77,48
22000,5000000,D. Brašanac,25,Serbia,73,78,CD Leganés,1911,64,81,59
13000,6500000,L. Blas,19,France,73,84,En Avant de Guingamp,1905,86,64,79
5000,4900000,M. Büchel,26,Liechtenstein,73,76,Hellas Verona,1906,79,72,79
49000,5500000,R. Fraser,23,Scotland,73,80,Bournemouth,1832,89,65,92
14000,1600000,M. Biševac,33,Serbia,73,73,FC Metz,1792,54,75,52
25000,4300000,K. Sigþórsson,27,Iceland,73,73,FC Nantes,1755,56,63,56
1000,5000000,O. Hiljemark,25,Sweden,73,78,Panathinaikos FC,1933,70,69,66
13000,3700000,Evandro,30,Brazil,73,73,Hull City,1948,70,68,76
6000,4100000,A. del Valle,28,Colombia,73,73,CD Los Millionarios Bogota,1794,81,35,80
71000,3800000,L. Marrone,27,Italy,73,74,Bari,1922,50,66,59
36000,5000000,V. Claesson,25,Sweden,73,77,FC Krasnodar,1838,70,68,76
24000,4000000,Granell,28,Spain,73,73,Girona CF,1996,66,73,73
36000,4500000,F. Helander,24,Sweden,73,78,Bologna,1531,42,80,56
40000,4400000,Hernani,23,Brazil,73,77,AS Saint-Étienne,1961,68,76,67
44000,3700000,P. Souaré,27,Senegal,73,74,Crystal Palace,1984,75,79,74
15000,7000000,Adama,21,Spain,73,85,Middlesbrough,1693,92,48,80
23000,6000000,O. Duda,22,Slovakia,73,81,Hertha BSC Berlin,1749,69,63,69
5000,3100000,J. Dorlans,29,Chile,73,73,Everton de Viña del Mar,1711,69,71,64
55000,4300000,F. Forestieri,27,Italy,73,73,Sheffield Wednesday,1922,83,70,93
14000,0,T. Simons,40,Belgium,73,73,Club Brugge KV,1786,32,72,31
20000,3600000,E. Johansson,28,Sweden,73,74,FC København,1745,47,70,54
1000,3200000,Hélder Lopes,28,Portugal,73,73,AEK Athens,1902,72,72,66
21000,5500000,L. Augustinsson,23,Sweden,73,82,SV Werder Bremen,1987,82,63,79
8000,3500000,M. Rancoret,25,Chile,73,73,CD Huachipato,1659,47,78,69
11000,3000000,J. Peters,30,Netherlands,73,73,Willem II,1706,54,68,65
6000,3800000,G. Sansone,30,Italy,73,73,Novara,1841,87,49,91
43000,4100000,M. Linnes,25,Norway,73,76,Galatasaray SK,1885,86,62,82
18000,5500000,S. Tibbling,22,Sweden,73,79,Brøndby IF,1848,75,56,80
26000,450000,O. Kuzmin,36,Russia,73,73,Rubin Kazan,1972,78,70,80
20000,5500000,M. Sylla,23,Senegal,73,79,KAA Gent,1806,76,67,71
14000,4500000,M. Albæk,27,Denmark,73,74,1. FC Kaiserslautern,1912,53,79,72
10000,4300000,J. Plata,25,Ecuador,73,73,Real Salt Lake,1846,93,52,92
11000,5000000,W. Weghorst,24,Netherlands,73,76,AZ Alkmaar,1660,44,71,64
12000,5000000,J. Ito,24,Japan,73,77,Kashiwa Reysol,1852,84,63,70
23000,4900000,Borja García,26,Spain,73,76,Girona CF,1938,81,47,77
32000,2000000,T. Zengin,33,Turkey,73,73,Beşiktaş JK,1065,32,31,44
8000,550000,N. Penneteau,36,France,73,73,Sporting Charleroi,1063,26,36,38
7000,3500000,D. Segoviniozo,25,Chile,73,73,Universidad Católica,1866,71,80,67
8000,2300000,J. Clément,32,France,73,73,AS Nancy Lorraine,1857,48,68,65
33000,3800000,M. Bakalorz,27,Germany,73,74,Hannover 96,1960,66,86,69
17000,950000,A. Al-Habsi,35,Oman,73,73,Al Hilal,1233,41,40,60
18000,4400000,R. Holzhauser,24,Austria,73,77,FK Austria Wien,1919,49,74,57
8000,5500000,Kim Seung Joon,22,Korea Republic,73,79,Ulsan Hyundai Horang-i,1670,81,27,77
12000,5500000,N. Stojiljković,24,Serbia,73,77,Kayserispor,1787,67,79,64
7000,1700000,J. Jones,35,United States,73,73,LA Galaxy,2034,61,92,67
24000,3700000,M. Frantz,30,Germany,73,73,SC Freiburg,1970,66,81,66
10000,4400000,David Soria,24,Spain,73,81,Sevilla FC,1204,49,24,45
4000,4000000,A. Micai,23,Italy,73,79,Bari,1123,48,16,36
8000,1600000,L. Goterio,33,Chile,73,73,CD Huachipato,1734,61,73,45
16000,1500000,Oswaldito Cuba,33,Brazil,73,73,Avaí Futebol Clube,1984,84,60,89
19000,5500000,A. Limbombe,22,Belgium,73,80,Club Brugge KV,1760,89,26,91
16000,5500000,M. Samatta,24,Tanzania,73,78,KRC Genk,1743,79,53,78
9000,3000000,A. Mvuemba,32,DR Congo,73,73,FC Lorient,1979,69,71,73
40000,3200000,K. McDonald,28,Scotland,73,73,Fulham,1884,62,76,58
8000,5500000,J. Cabot,23,France,73,79,FC Lorient,1733,91,32,80
20000,3000000,D. Musto,30,Argentina,73,73,Club Tijuana,1776,52,78,56
52000,7000000,Douglas Luiz,19,Brazil,73,85,Girona CF,1985,72,74,79
42000,2200000,V. Torosidis,32,Greece,73,73,Bologna,1869,65,74,65
9000,3700000,Rúben Ferreira,27,Portugal,73,74,Grupo Desportivo de Chaves,1957,76,80,72
5000,3500000,J. Ermeño,25,Chile,73,73,Everton de Viña del Mar,1958,66,78,61
22000,5500000,Z. Machach,21,France,73,80,Toulouse FC,1918,76,74,68
19000,3800000,D. Rodríguez,27,Uruguay,73,74,Independiente,1888,71,75,72
19000,3000000,L. Lollo,30,Argentina,73,73,River Plate,1478,37,73,47
25000,5500000,A. Cornelius,24,Denmark,73,78,Atalanta,1695,68,71,49
22000,5500000,K. Frei,23,Turkey,73,79,İstanbul Başakşehir FK,1873,91,59,93
15000,4800000,B. Gibson,24,England,73,80,Middlesbrough,1498,64,60,56
38000,4700000,C. Taylor,23,England,73,80,Burnley,1931,77,74,75
85000,4800000,Sergi Samper,22,Spain,73,80,UD Las Palmas,1751,60,59,58
52000,4200000,A. Hegazy,26,Egypt,73,76,West Bromwich Albion,1411,39,76,45
